Title,Detail,Price(in dollar),Offer price(in dollar),Number of bed,Rating,Number of Reviews,Start Date,End Date,Length of Stay
Tiny home in Desert Hot Springs,Rock Reign Ranch,132.0,156.56024096385542,1.0,4.92,12.0,2024-05-01,2024-01-06,-116
Guest suite in Sedona,"Sedona Sunset Jewel, Amazing Views, Pool",209.0,156.56024096385542,1.0,5.0,516.0,2024-05-01,2024-01-06,-116
Condo in Kissimmee,10 mins to Disney-Hot tub-Queen Puffy Lux bed,213.0,156.56024096385542,3.0,4.82,74.0,2024-05-02,2024-01-07,-116
Condo in Panama City Beach,300 STEPS TO THE BEACH-BEST 1 BEDROOM DEAL IN TOWN,169.0,156.56024096385542,2.0,4.68,57.0,2024-05-01,2024-01-06,-116
Room in New York,Private room(s) in a Renovated Manhattan Townhouse,259.0,156.56024096385542,2.0,4.94,16.0,2024-05-01,2024-01-06,-116
Condo in Miami,Luxurious brickell apartment 38thfloor ocean view,239.0,156.56024096385542,2.0,4.69,51.0,2024-05-01,2024-01-06,-116
Loft in Chicago,"Lakeview Loft-Vintage Chicago, Modern Amenities",126.0,156.56024096385542,3.0,4.96,343.0,2024-05-01,2024-01-06,-116
Cottage in Kissimmee,"JU Super Duper Tiny House, 15 minutes to Disney",98.0,156.56024096385542,3.0,4.95,400.0,2024-05-01,2024-01-06,-116
Apartment in Orlando,Excellent suite to enjoy near Disney.,90.0,218.0,2.0,4.71,241.0,2024-05-01,2024-01-06,-116
Condo in Panama City Beach,300 STEPS TO THE BEACH-BEST 1 BEDROOM DEAL IN TOWN,169.0,156.56024096385542,2.0,4.68,57.0,2024-05-01,2024-01-06,-116
Room in New York,Private room(s) in a Renovated Manhattan Townhouse,259.0,156.56024096385542,2.0,4.94,16.0,2024-05-01,2024-01-06,-116
Condo in Miami,Luxurious brickell apartment 38thfloor ocean view,239.0,156.56024096385542,2.0,4.69,51.0,2024-05-01,2024-01-06,-116
Loft in Chicago,"Lakeview Loft-Vintage Chicago, Modern Amenities",126.0,156.56024096385542,3.0,4.96,343.0,2024-05-01,2024-01-06,-116
Cottage in Kissimmee,"JU Super Duper Tiny House, 15 minutes to Disney",98.0,156.56024096385542,4.0,4.95,400.0,2024-05-01,2024-01-06,-116
Home in DeFuniak Springs,On Juniper Lake w/Boat Dock Near 30A!,113.0,156.56024096385542,4.0,4.79,19.0,2024-05-01,2024-01-06,-116
Condo in Hilton Head Island,Ocean Front Resort - King bed,184.0,156.56024096385542,1.0,4.93,304.0,2024-05-01,2024-01-06,-116
Cabin in Forks,Cozy riverside/rain forest cabin ~ Bogie Bungalow,143.0,156.56024096385542,2.0,4.96,949.0,2024-05-03,2024-01-08,-116
Condo in Fort Walton Beach,Ft Walton cozy condo w/ on-site pool. Near beaches,145.0,156.56024096385542,3.0,4.73,249.0,2024-05-01,2024-01-06,-116
Apartment in Sarasota,Private Bay area home !,117.0,156.56024096385542,3.0,4.67,3.0,2024-05-01,2024-01-06,-116
Cabin in Kanab,Altitude Adjustment,208.0,156.56024096385542,4.0,4.98,161.0,2024-05-10,2024-01-15,-116
Room in Los Angeles,Private Room in Elegant French Gothic Home,114.0,156.56024096385542,2.0,4.87,843.0,2024-05-01,2024-01-06,-116
Room in Carlisle,Stuart Manor Bed and Breakfast,223.0,156.56024096385542,2.0,5.0,26.0,2024-05-01,2024-01-06,-116
Condo in Pensacola,The Beach Couldn't Be Any Closer!,260.0,156.56024096385542,6.0,4.9,145.0,2024-05-01,2024-01-06,-116
Apartment in Richmond,Point Richmond Top Floor Studio with Bay views,153.0,156.56024096385542,6.0,4.95,128.0,2024-05-01,2024-01-06,-116
Guest suite in Trinidad,Cottage by the Sea,138.0,156.56024096385542,6.0,4.92,554.0,2024-05-01,2024-01-06,-116
Home in Kissimmee,House by the Mouse: Something for Everyone!,250.0,156.56024096385542,6.0,4.89,157.0,2024-05-19,2024-01-24,-116
Apartment in Houston,King Suite/Sky Lounge/Luxurious Experience.,108.0,148.0,2.0,4.85,55.0,2024-05-01,2024-01-06,-116
Cabin in Sevierville,Few days left in May,286.0,112.0,1.0,4.98,263.0,2024-05-01,2024-01-06,-116
Cabin in Fountain Green,"Cozy Private Mountain Cabin on 1,000 acre property",186.0,103.0,4.0,4.96,78.0,2024-05-01,2024-01-06,-116
Room in New York,"Lovely Private Room-Manhattan, 70s-Upper East Side",199.0,156.56024096385542,1.0,4.93,30.0,2024-05-01,2024-01-06,-116
Cottage in Islamorada,1 BD PRIVATE HOUSEBOAT/ COTTAGE TARPON,229.0,156.56024096385542,3.0,4.85,74.0,2024-05-01,2024-01-06,-116
Home in Michigan City,Sugar Babe Beach Retreat with Hot Tub!,160.0,156.56024096385542,2.0,4.95,328.0,2024-05-01,2024-01-06,-116
Hotel in Kissimmee,Modern room in boutique hotel near amusement parks,64.0,156.56024096385542,2.0,4.81,54.0,2024-05-01,2024-01-06,-116
Condo in Mary Esther,"Kayaks adventure, Dock, Pool, WiFi Courtyard view.",112.0,156.56024096385542,2.0,4.72,94.0,2024-05-01,2024-01-06,-116
Apartment in Los Angeles,Historic Venice Apt 1/2 blocks to beach+parking,222.0,156.56024096385542,2.0,4.94,431.0,2024-05-01,2024-01-06,-116
Guesthouse in Greensboro,A charmer!Great spot near downtown.,81.0,156.56024096385542,3.0,4.97,990.0,2024-05-01,2024-01-06,-116
Apartment in Hallandale Beach,Beachfront Apartment,170.0,156.56024096385542,1.0,4.43,23.0,2024-05-01,2024-01-06,-116
Apartment in Galveston,Beach Front Condo In Casa Del Mar,122.0,156.56024096385542,2.0,4.72,389.0,2024-05-01,2024-01-06,-116
Guesthouse in Carrollton,The Cooper Cottage | Guesthouse,91.0,156.56024096385542,4.0,5.0,5.0,2024-05-01,2024-01-06,-116
Cabin in Wofford Heights,Tillie Creek Retreat: a Creekside Oasis,145.0,156.56024096385542,3.0,4.85,312.0,2024-05-01,2024-01-06,-116
Home in Phoenix,New* Desert Moon* HeartofPhoenix,112.0,156.56024096385542,3.0,4.78,9.0,2024-05-01,2024-01-06,-116
Cottage in Mackinaw City,Private Mackinaw City Beach Cottage ~ Bridge view,355.0,156.56024096385542,1.0,4.91,68.0,2024-05-23,2024-01-28,-116
Guest suite in Cave Creek,Room With The Views,127.0,156.56024096385542,3.0,4.99,402.0,2024-05-01,2024-01-06,-116
Home in Venice,Venice Getaway,159.0,156.56024096385542,3.0,5.0,30.0,2024-05-01,2024-01-06,-116
Cabin in Weaverville,Reems Creek Mountain Cabin,237.0,156.56024096385542,2.0,5.0,222.0,2024-05-09,2024-01-14,-116
Home in Venice,Venice Getaway,159.0,156.56024096385542,3.0,5.0,30.0,2024-05-01,2024-01-06,-116
Condo in Panama City Beach,Beachfront~Amazing Views~Walkable to Walmart/Shops,184.0,156.56024096385542,4.0,4.96,26.0,2024-05-01,2024-01-07,-115
Condo in Miami,Lovely 1 bed condo with pool/wifi free parking,149.0,156.56024096385542,2.0,4.92,51.0,2024-05-01,2024-01-06,-116
Cabin in Petrolia,"The Lost Coast Tower, Petrolia",225.0,156.56024096385542,1.0,4.92,214.0,2024-05-01,2024-01-06,-116
Apartment in New York,THE SMALL ENGLISH MANOR NESTLED AMONGST THE TREES,276.0,156.56024096385542,2.0,4.89,420.0,2024-05-01,2024-01-06,-116
Guesthouse in Los Angeles,Private Loft In the Hollywood Hills (by Universal),132.0,156.56024096385542,1.0,4.87,981.0,2024-05-01,2024-01-06,-116
Apartment in New York,"Location, location, location!",260.0,156.56024096385542,2.0,5.0,19.0,2024-05-01,2024-01-06,-116
Guesthouse in Dallas,Ravinia Bungalow,105.0,156.56024096385542,1.0,4.96,701.0,2024-05-01,2024-01-06,-116
Home in Holden Beach,Egret ~ Beachfront Cottage (pet-Friendly),248.0,156.56024096385542,2.0,4.93,43.0,2024-05-04,2024-01-09,-116
Cottage in Rockaway Beach,Storybook Beach Cottage Twin Rocks,144.0,156.56024096385542,4.0,4.88,259.0,2024-05-01,2024-01-06,-116
Condo in Siesta Key,On the Beach; Siesta Key SunBum Studio,379.0,156.56024096385542,2.0,4.96,218.0,2024-05-06,2024-01-11,-116
Apartment in Laguna Beach,Laguna Beach Charming Unit- Location/Value,385.0,156.56024096385542,3.0,4.96,384.0,2024-05-01,2024-01-06,-116
Villa in Kissimmee,Windsor At Westside Avenger Newest PS5 Game room,209.0,156.56024096385542,13.0,4.92,12.0,2024-05-11,2024-01-16,-116
Home in Tucson,Central House w/ Pool & Hot Tub,142.0,156.56024096385542,2.0,4.88,140.0,2024-05-01,2024-01-06,-116
Apartment in Fort Lauderdale,Direct Ocean View from the Balcony,219.0,156.56024096385542,2.0,4.83,639.0,2024-05-01,2024-01-06,-116
Home in Terlingua,Terlingua Mining Ruin - Lofthouse,194.0,156.56024096385542,1.0,4.97,575.0,2024-05-01,2024-01-06,-116
Apartment in New York,Designer Upper East side apartment Two entrances.,242.0,156.56024096385542,1.0,4.99,84.0,2024-05-01,2024-01-06,-116
Guesthouse in Naples,Waterfront Sea Cottage,82.0,156.56024096385542,1.0,4.8,276.0,2024-05-01,2024-01-06,-116
Bungalow in New Smyrna Beach,Relaxing Bungalow Steps from the Ocean,102.0,156.56024096385542,2.0,4.86,364.0,2024-05-01,2024-01-06,-116
Apartment in Kissimmee,Modern Great Villa near Disney & Parks,103.0,156.56024096385542,3.0,4.87,148.0,2024-05-01,2024-01-06,-116
Cottage in Kissimmee,Cozy Private Cottage 5 miles from Disney!,100.0,156.56024096385542,1.0,4.92,123.0,2024-05-01,2024-01-06,-116
Room in Brooklyn,"Private Studio+Bath+Balcony, 15 mins to Manhattan",144.0,156.56024096385542,1.0,4.96,269.0,2024-05-01,2024-01-06,-116
Room in Los Angeles,Large Master Bedroom w Hollywood sign VIEWS,133.0,156.56024096385542,5.0,4.9,325.0,2024-05-01,2024-01-06,-116
Guest suite in Los Angeles,Echo Park Retreat with Views,116.0,156.56024096385542,4.0,4.94,580.0,2024-05-01,2024-01-06,-116
Home in Huntington Beach,Beachfront Oasis,798.0,156.56024096385542,3.0,4.99,111.0,2024-05-06,2024-01-11,-116
Guesthouse in Colorado Springs,The Enchanted Cottage at Easy Manor,115.0,156.56024096385542,4.0,4.96,170.0,2024-05-01,2024-01-06,-116
Cabin in Hartsel,☀Sunrise Cabin☀ Balcony Mtn Views┃Grill┃Firepit,113.0,156.56024096385542,3.0,4.98,114.0,2024-05-11,2024-01-16,-116
Home in Phoenix,Cactus House - private home with pool in Phoenix,277.0,156.56024096385542,3.0,4.99,114.0,2024-05-01,2024-01-08,-114
Condo in Fort Walton Beach,"Beautiful Beachfront condo! 2 Bdrm, 2 Bath",300.0,156.56024096385542,1.0,4.9,104.0,2024-05-01,2024-01-06,-116
Room in Fairfield,"""Vacation-Sanctuary / Gateway to Napa """,114.0,156.56024096385542,1.0,4.97,887.0,2024-05-01,2024-01-06,-116
Cabin in Kanab,Elevation Celebration,225.0,156.56024096385542,3.0,4.97,95.0,2024-05-01,2024-01-06,-116
Apartment in North Bay Village,Waterfront Studio Apartment with FREE Parking,160.0,156.56024096385542,2.0,4.63,16.0,2024-05-01,2024-01-06,-116
Home in Dana Point,Betty's Beach Bungalow-Pet Friendly! STR21-1232,171.0,156.56024096385542,2.0,4.97,478.0,2024-05-01,2024-01-06,-116
Home in Los Angeles,"Casual Colorful Venice House near Canals,Beach &Abbot Kinney",323.0,156.56024096385542,2.0,4.95,398.0,2024-05-01,2024-01-06,-116
Condo in Miami Beach,Beachfront Penthouse studio w/ pool on Miami Beach,181.0,156.56024096385542,2.0,4.85,139.0,2024-05-01,2024-01-08,-114
Dome in El Prado,Geodesic Earth Dome,91.0,161.0,2.0,4.9,953.0,2024-05-01,2024-01-06,-116
Home in Kissimmee,7-bedroom vacation home near Disney with pool/spa,222.0,156.56024096385542,10.0,4.83,174.0,2024-05-01,2024-01-06,-116
Townhouse in Kissimmee,Beautiful 4BR Townhouse/Townhome close to Disney,132.0,156.56024096385542,5.0,4.83,109.0,2024-05-01,2024-01-07,-115
Condo in Saint Petersburg,Waterfront condo on top floor @ Boca Ciega Resort,143.0,156.56024096385542,2.0,4.87,360.0,2024-05-01,2024-01-06,-116
Townhouse in Destin,Scenic Gulf view! Steps to private beach entry!,305.0,156.56024096385542,3.0,5.0,41.0,2024-05-01,2024-01-06,-116
Condo in Fernandina Beach,"Amelia Island, 2 bedroom beach front condo",327.0,156.56024096385542,2.0,4.92,147.0,2024-05-01,2024-01-06,-116
Home in Smithville,"Fishing, Quiet & Wifi - 10 acres - Country Getaway",117.0,156.56024096385542,2.0,4.98,51.0,2024-05-01,2024-01-06,-116
Guesthouse in San Diego,Cozy guest studio with private deck,101.0,156.56024096385542,1.0,4.9,655.0,2024-05-01,2024-01-06,-116
Cottage in San Diego,Fabulous Cottage at the Beach,253.0,156.56024096385542,3.0,4.94,215.0,2024-05-01,2024-01-06,-116
Resort in Panama City Beach,Beautiful ocean front condo Panama City Beach,143.0,156.56024096385542,1.0,4.78,99.0,2024-05-01,2024-01-06,-116
Guesthouse in Rolling Hills,"A view, a pool, and, private cabana sleeps five",165.0,156.56024096385542,4.0,4.8,260.0,2024-05-01,2024-01-06,-116
Home in Tampa,The T and C Club,247.0,156.56024096385542,6.0,4.97,90.0,2024-05-01,2024-01-06,-116
Condo in Cocoa Beach,Oceanfront Apartment - Cocoa Beach,176.0,156.56024096385542,2.0,4.89,53.0,2024-05-01,2024-01-06,-116
Apartment in Fort Lauderdale,Jr.Suite at Ocean Residences on the Beach,260.0,156.56024096385542,1.0,4.9,242.0,2024-05-01,2024-01-06,-116
Cottage in San Diego,Charming Cottage at the Beach,253.0,156.56024096385542,3.0,4.91,550.0,2024-05-11,2024-01-16,-116
Condo in Fort Walton Beach,"PERFECT VIEW!! Waterfront, Marina, and 2 Pools!",99.0,156.56024096385542,2.0,4.98,125.0,2024-05-04,2024-01-09,-116
Condo in Las Vegas,Breath-taking Strip View on 33rd Flr Luxury Resort,118.0,156.56024096385542,2.0,4.73,318.0,2024-05-01,2024-01-06,-116
Apartment in Houston,Downtown Suite -Pool/Wi-Fi/ SkyView!,113.0,156.56024096385542,2.0,4.84,144.0,2024-05-01,2024-01-06,-116
Guest suite in Colorado Springs,Cañon Getaway- Cabin inspired home,112.0,156.56024096385542,2.0,4.97,460.0,2024-05-01,2024-01-06,-116
Home in Waxhaw,Fox Farms Little House,107.0,156.56024096385542,2.0,4.97,430.0,2024-05-01,2024-01-06,-116
Apartment in Miami,Retro 1BR Apt #3 | Steps from the Water + Parking!,106.0,156.56024096385542,2.0,4.88,136.0,2024-05-01,2024-01-06,-116
Townhouse in Washington,North Capitol Hill Luxury Townhome in Perfect Location,135.0,156.56024096385542,1.0,4.81,538.0,2024-05-01,2024-01-06,-116
Room in Naples,Sunset Suite @ The Vanderbilt | Boutique~BnB,224.0,156.56024096385542,2.0,4.96,117.0,2024-05-01,2024-01-06,-116
Apartment in Washington,#3 Foggy Bottom/Georgetown Apartment,209.0,156.56024096385542,1.0,4.82,473.0,2024-05-07,2024-01-12,-116
Condo in Tybee Island,Direct Waterfront.Keyless entry.Dolphin watch.,220.0,156.56024096385542,2.0,4.97,279.0,2024-05-01,2024-01-06,-116
Room in Galveston,Tropicana Suite-Grand Manor Luxury Mansion Loft,104.0,156.56024096385542,2.0,4.86,494.0,2024-05-01,2024-01-06,-116
Home in Netarts,Retro Retreat by the Bay,136.0,156.56024096385542,4.0,4.9,201.0,2024-05-01,2024-01-06,-116
Apartment in Miami Beach,Ocean Drive Beach Front Studio,153.0,156.56024096385542,3.0,4.56,418.0,2024-05-01,2024-01-06,-116
Home in Cape Coral,Coastal Cape Home w/Heated Pool-Sleeps 6,125.0,156.56024096385542,1.0,4.85,75.0,2024-05-01,2024-01-06,-116
Home in Sedona,Local Sedona Humble Home,236.0,156.56024096385542,3.0,4.91,107.0,2024-05-01,2024-01-06,-116
Home in Los Angeles,"Hollywood paradise studio in house,owned entrance",103.0,156.56024096385542,2.0,4.89,367.0,2024-05-01,2024-01-06,-116
Room in Miami,Luxe guest suite-perfect Staycation Pool & Parking,101.0,156.56024096385542,4.0,4.91,651.0,2024-05-01,2024-01-06,-116
Home in The Sea Ranch,Casa Del Mar Spectacular Ocean Views!,434.0,156.56024096385542,3.0,4.97,148.0,2024-05-01,2024-01-06,-116
Apartment in Brooklyn,Cozy Garden Apartment,117.0,156.56024096385542,3.0,4.93,287.0,2024-05-01,2024-01-06,-116
Cottage in Eastham,Classic Cape Cod Cottage,143.0,156.56024096385542,3.0,4.92,172.0,2024-05-01,2024-01-06,-116
Home in Las Vegas,Modern 3 bds house with pool in Las Vegas,313.0,156.56024096385542,3.0,5.0,10.0,2024-05-01,2024-01-07,-115
Home in Gulfport,Gecko House Unit #1,88.0,156.56024096385542,1.0,4.88,113.0,2024-05-01,2024-01-06,-116
Apartment in Sunny Isles Beach,LOVELY OCEAN VIEW 1BD/1.5TH APT HIGH FLOOR|PARKING,148.0,156.56024096385542,2.0,4.85,47.0,2024-05-04,2024-01-09,-116
Room in New York,spacious chelsea room,106.0,156.56024096385542,3.0,4.9,127.0,2024-05-01,2024-01-06,-116
Guest suite in Naples,Tropical Garden Studio Cottage (2 miles to beach),119.0,156.56024096385542,1.0,4.97,231.0,2024-05-01,2024-01-06,-116
Guesthouse in Portland,Cozy Portland Studio Apartment,104.0,156.56024096385542,2.0,4.98,745.0,2024-05-01,2024-01-06,-116
Apartment in Pompano Beach,Direct beautiful beach and ocean view,173.0,156.56024096385542,3.0,4.93,124.0,2024-05-01,2024-01-06,-116
Condo in Hollywood,Beach paradise. Just minutes to restaurants shops.,320.0,156.56024096385542,4.0,4.89,54.0,2024-05-01,2024-01-06,-116
Home in Palm Coast,Spacious Heated Pool home with pool/pingpong table,212.0,156.56024096385542,2.0,4.93,138.0,2024-05-01,2024-01-06,-116
Guesthouse in Rockaway Beach,The Strand Oceanview Studio - Dog Friendly!,121.0,156.56024096385542,6.0,4.85,392.0,2024-05-01,2024-01-06,-116
Home in Lehigh Acres,Enjoy the most beautiful sunsets by the *pool,113.0,156.56024096385542,1.0,4.93,42.0,2024-05-01,2024-01-06,-116
Apartment in Carmel-by-the-Sea,Private romantic 1 br in Carmel Woods- love dogs,149.0,156.56024096385542,2.0,4.86,743.0,2024-05-01,2024-01-06,-116
Condo in Sunny Isles Beach,SUNNY ISLES GORGEOUS Apart 2210!! (+hotel fees),191.0,156.56024096385542,3.0,4.91,130.0,2024-05-01,2024-01-06,-116
Cabin in Point Reyes Station,Point Reyes Unique Creekside Home with Hot Tub,271.0,156.56024096385542,2.0,4.89,601.0,2024-05-01,2024-01-06,-116
Cottage in Mount Pleasant,Perfect Cottage with Amazing Creek & Harbor Views & Location,321.0,156.56024096385542,7.0,4.99,298.0,2024-05-01,2024-01-06,-116
Home in Treasure Island,Eiko Beach House 4BR/3BA Heatd Pool*Hot Tub* Pets,722.0,156.56024096385542,2.0,4.79,108.0,2024-05-08,2024-01-15,-114
Condo in Siesta Key,New: Cozy 1BR Beach Condo on Siesta Key!!!,157.0,156.56024096385542,5.0,4.82,148.0,2024-05-01,2024-01-06,-116
Condo in Anaheim,Across the street from Disney/Pool/Free Parking,342.0,156.56024096385542,3.0,4.99,76.0,2024-05-01,2024-01-06,-116
Condo in Sunny Isles Beach,BEAUTIFULL CONDO IN THE HEART OF SUNNY ISLES.,151.0,156.56024096385542,3.0,4.57,225.0,2024-05-01,2024-01-06,-116
Condo in Sunny Isles Beach,BEAUTIFULL CONDO IN THE HEART OF SUNNY ISLES.,151.0,159.0,3.0,4.57,225.0,2024-05-01,2024-01-06,-116
Condo in Pompano Beach,Spacious Studio - 1 minute walk to the beach!,115.0,156.56024096385542,1.0,5.0,23.0,2024-05-01,2024-01-06,-116
Loft in Brooklyn,Authentic Luxury Designed Loft,178.0,156.56024096385542,3.0,4.88,253.0,2024-05-01,2024-01-06,-116
Home in Los Angeles,Hollywood Sunset Strip Private Executive Hideaway,272.0,156.56024096385542,2.0,5.0,99.0,2024-05-13,2024-01-18,-116
Condo in Las Vegas,Location Location Location 1 bdrm 0.5 mi of Strip,124.0,156.56024096385542,2.0,4.7,242.0,2024-05-01,2024-01-06,-116
Apartment in Las Vegas,Trump Tower High Floor Strip View,181.0,156.56024096385542,2.0,4.87,464.0,2024-05-01,2024-01-06,-116
Condo in Cocoa Beach,"Dolphin Bay, Apartment 202",140.0,156.56024096385542,2.0,4.84,285.0,2024-05-01,2024-01-06,-116
Home in St. Augustine,"Oceanfront, rustic cottage",339.0,156.56024096385542,1.0,4.88,465.0,2024-05-01,2024-01-06,-116
Condo in Pensacola Beach,Enjoy Sunsets at Fully Equipped 2BR Condo on Beach,215.0,156.56024096385542,3.0,4.93,14.0,2024-05-01,2024-01-06,-116
Condo in Long Beach,Oceanfront Belmont Shore Coastal Luxe,174.0,156.56024096385542,2.0,4.98,125.0,2024-05-01,2024-01-06,-116
Condo in Treasure Island,Spectacular beach to bay views from this resort.,218.0,156.56024096385542,1.0,4.67,148.0,2024-05-01,2024-01-06,-116
Condo in Longboat Key,Directly on Longboat Key Beach - Kid Friendly/SRQ1,196.0,156.56024096385542,2.0,4.89,415.0,2024-05-01,2024-01-06,-116
Guest suite in Lake Worth,The Garden Suite at the Historic Chateau Bleu,141.0,156.56024096385542,1.0,4.85,82.0,2024-05-01,2024-01-06,-116
Room in Kissimmee,Private Room in Orlando/Kissimmee (2Twins) T1,43.0,156.56024096385542,1.0,4.9,300.0,2024-05-01,2024-01-06,-116
Guesthouse in San Antonio,Casa Alexander,73.0,156.56024096385542,5.0,4.92,282.0,2024-05-01,2024-01-06,-116
Apartment in Englewood,BEACH FRONT Unit w/ Pool Sandy Toe's # 5,233.0,156.56024096385542,4.0,4.96,318.0,2024-05-07,2024-01-12,-116
Room in Long Beach,Across the Street from Beach Getaway/Near Convention Center,106.0,156.56024096385542,4.0,4.85,97.0,2024-05-01,2024-01-06,-116
